"","X","pmid","title","publicationyear","MR","surname","given_name","author_code","gender","affil_main","affil_cat","author_position","last_position","first_position","max","RCR","cit","jif"
"698",698,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"chaweza","thom",342392,"male","Malawi","Lower",6,0,0,13,0.35,8,3.863
"699",699,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"brennan","alana",30391,"female","United States","High",7,0,0,13,0.35,8,3.863
"700",700,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"prozesky","hans",2213,"male","South Africa","Upper middle",8,0,0,13,0.35,8,3.863
"701",701,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"garone","daniela",10373,"female","South Africa","Upper middle",9,0,0,13,0.35,8,3.863
"702",702,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"giddy","janet",7272,"female","South Africa","Upper middle",10,0,0,13,0.35,8,3.863
"703",703,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"chimbetete","cleophas",343393,"male","Zimbabwe","Lower",11,0,0,13,0.35,8,3.863
"704",704,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"boulle","andrew",522,"male","South Africa","Upper middle",12,0,0,13,0.35,8,3.863
"705",705,22743595,"Tenofovir in second-line ART in Zambia and South Africa: Collaborative analysis of cohort studies",2012,0,"egger","matthias",138,"male","Switzerland","High",13,1,0,13,0.35,8,3.863
"706",706,22762421,"Short-course untargeted isoniazid preventive therapy in South Africa: Time to rethink policy?",2012,9,"lawn","stephen d.",5840,"male","South Africa","Upper middle",1,0,1,2,0.11,4,2.024
"707",707,22762421,"Short-course untargeted isoniazid preventive therapy in South Africa: Time to rethink policy?",2012,9,"wood","robin",4532,"male","South Africa","Upper middle",2,1,0,2,0.11,4,2.024
"708",708,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"wood","robin",4532,"male","South Africa","Upper middle",1,0,1,7,1.36,33,2.776
"709",709,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"racow","kimberly",344395,"female","South Africa","Upper middle",2,0,0,7,1.36,33,2.776
"710",710,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"bekker","linda-gail",5035,"female","South Africa","Upper middle",3,0,0,7,1.36,33,2.776
"711",711,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"morrow","carl",14304,"male","South Africa","Upper middle",4,0,0,7,1.36,33,2.776
"712",712,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"middelkoop","keren",244321,"female","South Africa","Upper middle",5,0,0,7,1.36,33,2.776
"713",713,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"mark","daniella",10394,"female","South Africa","Upper middle",6,0,0,7,1.36,33,2.776
"714",714,22768066,"Indoor social networks in a south african township: Potential contribution of location to tuberculosis transmission",2012,0,"lawn","stephen d.",5840,"male","South Africa","Upper middle",7,1,0,7,1.36,33,2.776
"715",715,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"feldacker","caryl",1446,"female","Malawi","Lower",1,0,1,11,0.3,6,2.423
"716",716,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"tweya","hannock",7253,"male","Malawi","Lower",2,0,0,11,0.3,6,2.423
"717",717,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"keiser","olivia",6750,"female","Switzerland","High",3,0,0,11,0.3,6,2.423
"718",718,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"weigel","ralf",7354,"male","United Kingdom","High",4,0,0,11,0.3,6,2.423
"719",719,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"kalulu","mike",6548,"male","Malawi","Lower",5,0,0,11,0.3,6,2.423
"720",720,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"fenner","lukas",347,"male","Switzerland","High",6,0,0,11,0.3,6,2.423
"721",721,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"egger","matthias",138,"male","Switzerland","High",7,0,0,11,0.3,6,2.423
"722",722,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"manda","edna",6851,"female","Malawi","Lower",8,0,0,11,0.3,6,2.423
"723",723,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"mwafilaso","johnbosco",7152,"male","Malawi","Lower",9,0,0,11,0.3,6,2.423
"724",724,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"kamba","chancy",6649,"male","Malawi","Lower",10,0,0,11,0.3,6,2.423
"725",725,22808948,"Characteristics of adults and children diagnosed with tuberculosis in Lilongwe, Malawi: Findings from an integrated HIV/TB clinic",2012,0,"phiri","sam",3830,"male","Malawi","Lower",11,1,0,11,0.3,6,2.423
"726",726,22845473,"Challenges facing lipoarabinomannan urine antigen tests for diagnosing HIV-associated tuberculosis",2012,9,"wood","robin",4532,"male","South Africa","Upper middle",1,0,1,2,0.3,7,3.099
"727",727,22845473,"Challenges facing lipoarabinomannan urine antigen tests for diagnosing HIV-associated tuberculosis",2012,9,"lawn","stephen d.",5840,"male","South Africa","Upper middle",2,1,0,2,0.3,7,3.099
"728",728,22874482,"Assessing the impact of prevalent tuberculosis on mortality among antiretroviral treatment initiators: Accurate tuberculosis diagnosis is essential",2012,9,"lawn","stephen d.",5840,"male","South Africa","Upper middle",1,0,1,3,0.12,3,4.499
"729",729,22874482,"Assessing the impact of prevalent tuberculosis on mortality among antiretroviral treatment initiators: Accurate tuberculosis diagnosis is essential",2012,9,"gupta","ankur",8767,"male","United Kingdom","High",2,0,0,3,0.12,3,4.499
"730",730,22874482,"Assessing the impact of prevalent tuberculosis on mortality among antiretroviral treatment initiators: Accurate tuberculosis diagnosis is essential",2012,9,"wood","robin",4532,"male","South Africa","Upper middle",3,1,0,3,0.12,3,4.499
"731",731,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"kranzer","katharina",5739,"female","United Kingdom","High",1,0,1,9,2.14,51,11.048
"732",732,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"lawn","stephen d.",5840,"male","South Africa","Upper middle",2,0,0,9,2.14,51,11.048
"733",733,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"meyer-rath","gesine",345396,"female","United Kingdom","High",3,0,0,9,2.14,51,11.048
"734",734,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"vassall","anna",7397,"female","United Kingdom","High",4,0,0,9,2.14,51,11.048
"735",735,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"raditlhalo","eudoxia",7455,"female","South Africa","Upper middle",5,0,0,9,2.14,51,11.048
"736",736,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"govindasamy","darshini",5537,"female","South Africa","Upper middle",6,0,0,9,2.14,51,11.048
"737",737,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"van schaik","nienke",6143,"female","South Africa","Upper middle",7,0,0,9,2.14,51,11.048
"738",738,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"wood","robin",4532,"male","South Africa","Upper middle",8,0,0,9,2.14,51,11.048
"739",739,22879816,"Feasibility, Yield, and Cost of Active Tuberculosis Case Finding Linked to a Mobile HIV Service in Cape Town, South Africa: A Cross-sectional Study",2012,0,"bekker","linda-gail",5035,"female","South Africa","Upper middle",9,1,0,9,2.14,51,11.048
"740",740,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"wettstein","celina",262261,"female","Switzerland","High",1,0,1,10,5.87,132,4.499
"741",741,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"mugglin","catrina",57400,"female","Switzerland","High",2,0,0,10,5.87,132,4.499
"742",742,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"egger","matthias",138,"male","Switzerland","High",3,0,0,10,5.87,132,4.499
"743",743,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"blaser","nello",346399,"male","Switzerland","High",4,0,0,10,5.87,132,4.499
"744",744,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"vizcaya","luisa s.",126401,"female","Switzerland","High",5,0,0,10,5.87,132,4.499
"745",745,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"estill","janne",768,"female","Switzerland","High",6,0,0,10,5.87,132,4.499
"746",746,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"bender","nicole",19398,"female","Switzerland","High",7,0,0,10,5.87,132,4.499
"747",747,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"davies","mary-ann",5236,"female","South Africa","Upper middle",8,0,0,10,5.87,132,4.499
"748",748,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"wandeler","gilles",237339,"male","Switzerland","High",9,0,0,10,5.87,132,4.499
"749",749,22948267,"Missed opportunities to prevent mother-to-child-transmission: Systematic review and meta-analysis",2012,9,"keiser","olivia",6750,"female","Switzerland","High",10,1,0,10,5.87,132,4.499
"750",750,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"cornell","morna",64243,"female","South Africa","Upper middle",1,0,1,13,7.03,159,11.048
"751",751,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"schomaker","michael",8970,"male","South Africa","Upper middle",2,0,0,13,7.03,159,11.048
"752",752,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"garone","daniela belen",10373,"female","South Africa","Upper middle",3,0,0,13,7.03,159,11.048
"753",753,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"giddy","janet",7272,"female","South Africa","Upper middle",4,0,0,13,7.03,159,11.048
"754",754,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"hoffmann","christopher j.",16382,"male","South Africa","Upper middle",5,0,0,13,7.03,159,11.048
"755",755,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"lessells","richard",82402,"male","South Africa","Upper middle",6,0,0,13,7.03,159,11.048
"756",756,22973181,"Gender Differences in Survival among Adult Patients Starting Antiretroviral Therapy in South Africa: A Multicentre Cohort Study",2012,0,"maskew","mhairi",300312,"female","South Africa","Upper middle",7,0,0,13,7.03,159,11.048
